Greska,Fajl,Klasa,BrojAsteroida,SvaCetiriUOpsegu,ProcSvaCetiriUOpsegu,Yg_u_opsegu_broj,Yg_u_opsegu_proc,Yg_mean_observed,Yg_std_observed,Yr_u_opsegu_broj,Yr_u_opsegu_proc,Yr_mean_observed,Yr_std_observed,Yi_u_opsegu_broj,Yi_u_opsegu_proc,Yi_mean_observed,Yi_std_observed,Yz_u_opsegu_broj,Yz_u_opsegu_proc,Yz_mean_observed,Yz_std_observed,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
0.0,mySynt0.1.csv,A,14,14,100.0,14,100.0,0.692173808342156,0.001835742388652126,14,100.0,1.0,0.0,14,100.0,1.1403973328370973,0.0015327669592008408,14,100.0,1.0104666970229421,0.0017494244199149193,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,B,80,80,100.0,80,100.0,0.9786272372695948,0.0014926449851131393,80,100.0,1.0,0.0,80,100.0,0.9803400458347948,0.001377628579526451,80,100.0,0.9385377292986206,0.001383633572609608,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,C,2002,2002,100.0,2002,100.0,0.9638952623874455,0.0013725905456827892,2002,100.0,1.0,0.0,2002,100.0,1.0053953097517516,0.0013974981181107235,2002,100.0,0.9967169864453388,0.0014110498276966995,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,D,138,138,100.0,138,100.0,0.8727384754053409,0.0013996271404262462,138,100.0,1.0,0.0,138,100.0,1.1059703709845592,0.0015647553743947968,138,100.0,1.2048276260212576,0.001619645862217939,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,K,112,112,100.0,112,100.0,0.856297386465012,0.0013609230905262918,112,100.0,1.0,0.0,112,100.0,1.0714520932215934,0.0014873375392042579,112,100.0,1.0199966233912259,0.001454475426352504,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,L,117,117,100.0,117,100.0,0.8041877504559755,0.001216765980669467,117,100.0,1.0,0.0,117,100.0,1.1077765961422146,0.0014323752862936267,117,100.0,1.1062341782153864,0.0014992608780473211,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,O,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,S,998,998,100.0,998,100.0,0.8029209282618471,0.0012815991165086664,998,100.0,1.0,0.0,998,100.0,1.1035787360032794,0.001485652301355844,998,100.0,0.9961887766920574,0.0014228980103221875,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,V,50,50,100.0,50,100.0,0.7687874755389297,0.0010895362575801416,50,100.0,1.0,0.0,50,100.0,1.0992449356027705,0.0014797689840785817,50,100.0,0.6934750722611974,0.0012671314958820877,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
0.0,mySynt0.1.csv,X,489,489,100.0,489,100.0,0.9436479115291074,0.0014097714805171037,489,100.0,1.0,0.0,489,100.0,1.05101739575375,0.0015211635628401348,489,100.0,1.090538396400423,0.0014555649418647554,0.1,0.0,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0,0.0,True
