Greska,Fajl,Klasa,BrojAsteroida,SvaCetiriUOpsegu,ProcSvaCetiriUOpsegu,Yg_u_opsegu_broj,Yg_u_opsegu_proc,Yg_mean_observed,Yg_std_observed,Yr_u_opsegu_broj,Yr_u_opsegu_proc,Yr_mean_observed,Yr_std_observed,Yi_u_opsegu_broj,Yi_u_opsegu_proc,Yi_mean_observed,Yi_std_observed,Yz_u_opsegu_broj,Yz_u_opsegu_proc,Yz_mean_observed,Yz_std_observed,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
0.05818741981067961,mySynt0.1.csv,A,14,1,7.142857142857142,6,42.857142857142854,0.6879239612720295,0.05300412171427452,14,100.0,1.0,0.0,3,21.428571428571427,1.1481951598379416,0.0710943125437487,5,35.714285714285715,1.002378350029454,0.050878647038408005,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,B,80,4,5.0,12,15.0,0.9681332996950698,0.06492731947526531,80,100.0,1.0,0.0,33,41.25,0.971058048903729,0.07265476571432712,57,71.25,0.9301305191056691,0.059899378415828756,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,C,2002,14,0.6993006993006993,361,18.03196803196803,0.965880933054099,0.0743934475491711,2002,100.0,1.0,0.0,400,19.980019980019982,1.0079549872400695,0.07586858050701456,478,23.876123876123874,0.9969414691123744,0.07749240502773905,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,D,138,16,11.594202898550725,54,39.130434782608695,0.8788002317897423,0.06515706292508994,138,100.0,1.0,0.0,63,45.65217391304348,1.1051577387744955,0.08763490357831838,90,65.21739130434783,1.2053675640997012,0.09893147238375626,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,K,112,4,3.571428571428571,28,25.0,0.8664325554715744,0.06998307715729142,112,100.0,1.0,0.0,32,28.57142857142857,1.0772095572973768,0.08920538214968492,42,37.5,1.0288761259166648,0.07386438291045686,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,L,117,6,5.128205128205128,50,42.73504273504273,0.8131122293125284,0.06411566841002383,117,100.0,1.0,0.0,42,35.8974358974359,1.1197381966013662,0.09009530310782643,52,44.44444444444444,1.1166166333949774,0.08415047518268436,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,O,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,S,998,75,7.515030060120241,346,34.66933867735471,0.8058758871907565,0.0597401753099493,998,100.0,1.0,0.0,391,39.17835671342685,1.1030188389245699,0.08180460727615078,493,49.39879759519038,0.998037456722828,0.07658863037710618,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,V,50,12,24.0,20,40.0,0.7726433655572561,0.06574120229287973,50,100.0,1.0,0.0,22,44.0,1.0997939711736315,0.08271715943832976,47,94.0,0.6945849011259404,0.052653759935753726,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
0.05818741981067961,mySynt0.1.csv,X,489,3,0.6134969325153374,124,25.357873210633947,0.9461854337307225,0.06990676599009374,489,100.0,1.0,0.0,78,15.950920245398773,1.0549461929002915,0.07889732626444475,150,30.67484662576687,1.0898256526589671,0.07777635445057873,0.1,0.05818741981067961,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.05818741981067961,0.1,False
