Greska,Fajl,Klasa,BrojAsteroida,SvaCetiriUOpsegu,ProcSvaCetiriUOpsegu,Yg_u_opsegu_broj,Yg_u_opsegu_proc,Yg_mean_observed,Yg_std_observed,Yr_u_opsegu_broj,Yr_u_opsegu_proc,Yr_mean_observed,Yr_std_observed,Yi_u_opsegu_broj,Yi_u_opsegu_proc,Yi_mean_observed,Yi_std_observed,Yz_u_opsegu_broj,Yz_u_opsegu_proc,Yz_mean_observed,Yz_std_observed,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
0.0578920662540227,mySynt0.1.csv,A,16,0,0.0,1,6.25,0.6497901485897368,0.053098003311294176,16,100.0,1.0,0.0,2,12.5,1.0926066576154907,0.07755173205532938,6,37.5,1.0124541743708102,0.08335138498703024,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,B,72,3,4.166666666666666,9,12.5,0.998270479381697,0.07217154841734288,72,100.0,1.0,0.0,25,34.72222222222222,0.9922890367645346,0.09160331827756103,37,51.388888888888886,0.9465025045043376,0.0969243884297389,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,C,2026,15,0.7403751233958539,330,16.288252714708786,0.9651379516613238,0.07728682914489896,2026,100.0,1.0,0.0,389,19.200394866732477,1.0093782913870402,0.08009359643910849,422,20.829220138203354,0.9970807534067814,0.08145311618068696,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,D,125,9,7.199999999999999,48,38.4,0.8813895648617913,0.07732953995531287,125,100.0,1.0,0.0,55,44.0,1.1110226825549185,0.10074845761310175,60,48.0,1.1936391036976708,0.14727609435093678,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,K,113,1,0.8849557522123894,26,23.008849557522122,0.8551735586618611,0.06377006426022004,113,100.0,1.0,0.0,35,30.973451327433626,1.081262489171543,0.09659266647880316,31,27.43362831858407,1.0291300891760777,0.08975603470866965,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,L,128,7,5.46875,47,36.71875,0.8075315122696861,0.07962234824592296,128,100.0,1.0,0.0,48,37.5,1.1042793828520239,0.11620332510929955,43,33.59375,1.1179591135073799,0.0989411561614948,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,O,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,S,1009,53,5.2527254707631315,297,29.43508424182359,0.8023514878201378,0.07176246863562591,1009,100.0,1.0,0.0,341,33.79583746283449,1.1052107731127698,0.0968163426477326,428,42.41823587710605,0.9982385871296632,0.09394441507610046,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,V,65,10,15.384615384615385,29,44.61538461538462,0.7798812340859363,0.06190914768101627,65,100.0,1.0,0.0,25,38.46153846153847,1.1018047526019532,0.11062471669943762,38,58.46153846153847,0.6972024606426178,0.10564318244626003,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
0.0578920662540227,mySynt0.1.csv,X,446,5,1.1210762331838564,98,21.973094170403588,0.9450217081167118,0.07650654000392755,446,100.0,1.0,0.0,57,12.780269058295964,1.0534051611955044,0.08025078196484606,122,27.3542600896861,1.0892773892044918,0.09109665710889346,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
