Index,OrigKlasa,Yg,Yr,Yi,Yz,Yg_raw_before_second_norm,Yr_raw_before_second_norm,Yi_raw_before_second_norm,Yz_raw_before_second_norm,second_norm_scale,mg,mr,mi,mz,mg_true,mr_true,mi_true,mz_true,err_mg,err_mr,err_mi,err_mz,true_g_minus_r,true_r_minus_i,true_i_minus_z,mg_used_for_Y,mr_used_for_Y,mi_used_for_Y,mz_used_for_Y,Ver09_Y_source,delta_mg_used_minus_mg,delta_mr_used_minus_mr,delta_mi_used_minus_mi,delta_mz_used_minus_mz,Yg_generator_original,Yr_generator_original,Yi_generator_original,Yz_generator_original,Ver09_Y_iz_true_plus_err_ili_magnituda,Greska,Fajl,Yg_mean,Yg_sigma,Yg_min,Yg_max,Yg_u_opsegu,Yg_razlika_od_mean,Yg_razlika_u_sigma,Yr_mean,Yr_sigma,Yr_min,Yr_max,Yr_u_opsegu,Yr_razlika_od_mean,Yr_razlika_u_sigma,Yi_mean,Yi_sigma,Yi_min,Yi_max,Yi_u_opsegu,Yi_razlika_od_mean,Yi_razlika_u_sigma,Yz_mean,Yz_sigma,Yz_min,Yz_max,Yz_u_opsegu,Yz_razlika_od_mean,Yz_razlika_u_sigma,Sva_cetiri_Y_u_opsegu,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
1,S,0.8962236497745572,1.0,1.2034698096556922,1.1485989105089027,0.825223,1.002876,1.115645,1.083707,0.997132,11.843811,11.114852,10.563765,10.454432,11.883639,11.061949,10.596252,10.467787,-0.039828,0.052903,-0.032488,-0.013356,0.82169,0.465697,0.128465,11.843811,11.114852,10.563763999999999,10.454431,true_plus_err_columns,0.0,0.0,-1.0000000010279564e-06,-1.0000000010279564e-06,0.822856,1.0,1.112445,1.080599,True,0.0578920662540227,mySynt0.1.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.09334064977455714,3.309717387935506,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.09993980965569227,2.2569966046904306,0.996137,0.054389,0.941748,1.050526,False,0.15246191050890268,2.8031754676295333,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
2,C,0.8823758230520844,1.0,0.8828237333872386,0.8824091443060579,0.930768,0.997505,1.007611,1.002369,1.002501,13.813627,13.067761,12.853076,12.693585,13.848742,13.163559,12.802613,12.648277,-0.035115,-0.095798,0.050463,0.045309,0.685183,0.360945,0.154336,13.813627,13.067760999999999,12.853076,12.693586,true_plus_err_columns,0.0,-1.7763568394002505e-15,0.0,9.999999992515995e-07,0.933097,1.0,1.010132,1.004877,True,0.0578920662540227,mySynt0.1.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.08153417694791565,-4.651387811507539,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.12260926661276139,-6.522463379761751,0.996708,0.02437,0.972338,1.021078,False,-0.11429885569394216,-4.690145904552407,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
3,C,0.9244461114654542,1.0,0.854457369851724,0.8370048991317123,0.971934,1.015809,0.992692,0.991916,0.984437,11.064323,10.369028,10.189803,10.052208,11.116063,10.458125,10.133118,9.973968,-0.051739,-0.089097,0.056684,0.07824,0.657938,0.325006,0.159151,11.064324000000001,10.369028,10.189802,10.052207999999998,true_plus_err_columns,1.0000000010279564e-06,0.0,-9.999999992515995e-07,-1.7763568394002505e-15,0.956808,1.0,0.977243,0.976479,True,0.0578920662540227,mySynt0.1.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.039463888534545855,-2.251348538681377,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.15097563014827597,-8.031473036933503,0.996708,0.02437,0.972338,1.021078,False,-0.15970310086828776,-6.553266346667533,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
4,B,1.005904613477995,1.0,1.009126474342667,0.9069154489559542,0.9662,1.010706,0.915673,0.916679,0.989408,13.134502,12.530894,12.17103,12.126976,13.149257,12.490363,12.247574,12.086382,-0.014755,0.040531,-0.076544,0.040595,0.658894,0.242789,0.161192,13.134502000000001,12.530894,12.17103,12.126977,true_plus_err_columns,1.7763568394002505e-15,0.0,0.0,9.999999992515995e-07,0.955966,1.0,0.905974,0.906969,True,0.0578920662540227,mySynt0.1.csv,0.978672,0.012877,0.965795,0.991549,False,0.027232613477994994,2.1148259282437674,1.0,0.020132,0.979868,1.020132,True,0.0,0.0,0.980226,0.044411,0.9358150000000001,1.024637,True,0.02890047434266685,0.6507503623576782,0.938247,0.069068,0.869179,1.007315,True,-0.031331551044045836,-0.45363339091975785,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
5,X,0.9765983810507262,1.0,1.0794009600418835,1.127533879030336,0.938958,1.002577,1.07702,1.125014,0.997429,11.266089,10.630379,10.197423,9.990055,11.238795,10.557616,10.129851,9.922516,0.027294,0.072763,0.067571,0.067539,0.681179,0.427765,0.207336,11.266089,10.630379,10.197422,9.990055,true_plus_err_columns,0.0,0.0,-1.0000000010279564e-06,0.0,0.936544,1.0,1.074251,1.122122,True,0.0578920662540227,mySynt0.1.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,0.0328643810507262,1.5714809472924114,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,False,0.02843196004188342,1.7376824374699558,1.09056,0.031115,1.059445,1.121675,False,0.036973879030336,1.18829757449256,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
6,S,0.733014895546804,1.0,1.0416916908853517,0.9076023255346511,0.771848,0.939961,1.076657,0.946327,1.063874,13.790112,12.842895,12.448547,12.438156,13.699958,12.876012,12.378594,12.358684,0.090155,-0.033117,0.069953,0.079472,0.823945,0.497418,0.01991,13.790113,12.842894999999999,12.448547,12.438156000000001,true_plus_err_columns,9.999999992515995e-07,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.821149,1.0,1.145427,1.006772,True,0.0578920662540227,mySynt0.1.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,-0.06986810445319602,-2.477416653187576,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,-0.06183830911464816,-1.3965291127969321,0.996137,0.054389,0.941748,1.050526,False,-0.0885346744653489,-1.6278047852571091,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
7,S,0.8802856048989199,1.0,1.2516128116954197,1.1087070267406027,0.761634,0.969106,1.042389,0.956463,1.031879,13.505123,12.756682,12.163007,12.13464,13.561177,12.689614,12.260468,12.193872,-0.056054,0.067068,-0.097461,-0.059232,0.871563,0.429146,0.066596,13.505123000000001,12.756682000000001,12.163007,12.134640000000001,true_plus_err_columns,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.785914,1.0,1.075619,0.986954,True,0.0578920662540227,mySynt0.1.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.07740260489891992,2.744578572403373,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.1480828116954198,3.3442369398242957,0.996137,0.054389,0.941748,1.050526,False,0.11257002674060268,2.0697204717976554,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
8,C,0.8632973345118026,1.0,0.9599778224059179,1.0615479109464532,0.96749,1.007342,1.01201,1.012547,0.992711,13.207358,12.43776,12.132107,11.862911,13.132319,12.478492,12.123473,11.962897,0.07504,-0.040732,0.008634,-0.099986,0.653827,0.355019,0.160576,13.207359,12.437759999999999,12.132107000000001,11.862911,true_plus_err_columns,1.0000000010279564e-06,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.960438,1.0,1.004634,1.005167,True,0.0578920662540227,mySynt0.1.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.10061266548819747,-5.739783529476723,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.04545517759408213,-2.4180858386042203,0.996708,0.02437,0.972338,1.021078,False,0.06483991094645314,2.660644683892209,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
9,S,0.7775393908354318,1.0,1.0729018644672148,0.9651544113283853,0.784971,1.016545,1.112314,1.037623,0.983725,14.221016,13.337822,12.911422,12.86633,14.222868,13.332185,12.884433,12.799902,-0.001852,0.005637,0.026989,0.066428,0.890683,0.447752,0.084531,14.221016,13.337822000000001,12.911422,12.86633,true_plus_err_columns,0.0,1.7763568394002505e-15,0.0,0.0,0.772195,1.0,1.09421,1.020735,True,0.0578920662540227,mySynt0.1.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,-0.025343609164568237,-0.8986458110973773,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,True,-0.030628135532785095,-0.6916923110385071,0.996137,0.054389,0.941748,1.050526,True,-0.03098258867161474,-0.5696480661827712,True,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
10,L,0.7743526697232954,1.0,1.0138646944669458,0.9877676530791294,0.783242,1.021489,1.185186,1.127051,0.978963,13.663948,12.776296,12.411346,12.279659,13.734162,12.835817,12.324435,12.219042,-0.070213,-0.059521,0.086911,0.060617,0.898345,0.511382,0.105393,13.663948999999999,12.776296,12.411346,12.279659,true_plus_err_columns,9.999999992515995e-07,0.0,0.0,0.0,0.766765,1.0,1.160254,1.103342,True,0.0578920662540227,mySynt0.1.csv,0.804077,0.037198,0.7668790000000001,0.841275,True,-0.029724330276704625,-0.7990840979811985,1.0,0.027963,0.972037,1.027963,True,0.0,0.0,1.107657,0.054527,1.05313,1.1621839999999999,False,-0.09379230553305407,-1.7201075711675695,1.106185,0.041263,1.064922,1.147448,False,-0.11841734692087058,-2.8698191338698247,False,0.1,0.0578920662540227,0.1,True,"err_mg,err_mr,err_mi,err_mz",0.0578920662540227,0.09999,False
