Greska,Fajl,Klasa,BrojAsteroida,SvaCetiriUOpsegu,ProcSvaCetiriUOpsegu,Yg_u_opsegu_broj,Yg_u_opsegu_proc,Yg_mean_observed,Yg_std_observed,Yr_u_opsegu_broj,Yr_u_opsegu_proc,Yr_mean_observed,Yr_std_observed,Yi_u_opsegu_broj,Yi_u_opsegu_proc,Yi_mean_observed,Yi_std_observed,Yz_u_opsegu_broj,Yz_u_opsegu_proc,Yz_mean_observed,Yz_std_observed,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
0.028946029185609123,mySynt0.05.csv,A,14,2,14.285714285714285,8,57.14285714285714,0.691406322109121,0.030853666163380335,14,100.0,1.0,0.0,3,21.428571428571427,1.125482986426794,0.03503270179933818,10,71.42857142857143,1.0124879254985781,0.034862295915265795,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,B,80,17,21.25,24,30.0,0.9748980797502353,0.03740248321799153,80,100.0,1.0,0.0,58,72.5,0.9790599527831441,0.036910508319146274,77,96.25,0.943767312244011,0.03584949111511466,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,C,2002,123,6.143856143856144,653,32.61738261738262,0.96396220525816,0.03775967160295932,2002,100.0,1.0,0.0,756,37.76223776223776,1.0063234804176626,0.03777308754815844,863,43.10689310689311,0.9963249700128534,0.03858504928957524,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,D,138,84,60.86956521739131,99,71.73913043478261,0.8737157453272707,0.03102804449227539,138,100.0,1.0,0.0,112,81.15942028985508,1.108560975189026,0.043579647389076964,135,97.82608695652173,1.2033305084713972,0.04468027444195808,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,K,112,25,22.321428571428573,44,39.285714285714285,0.8564088519559458,0.034449826164897446,112,100.0,1.0,0.0,63,56.25,1.0785032205865996,0.04500627965933885,76,67.85714285714286,1.0213193737308834,0.039163567898424054,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,L,117,60,51.28205128205128,92,78.63247863247864,0.8024905782287168,0.02899588749320029,117,100.0,1.0,0.0,90,76.92307692307693,1.1086541021864462,0.043527695456435235,73,62.39316239316239,1.1061083690096085,0.041713564811061615,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,O,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,S,998,387,38.77755511022044,631,63.22645290581163,0.8035196632172232,0.029923272264925575,998,100.0,1.0,0.0,654,65.53106212424849,1.103178003385896,0.04239042914442706,822,82.36472945891784,0.9955093067239073,0.038168428785068084,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,V,50,28,56.00000000000001,34,68.0,0.7727607985173773,0.03240828845825823,50,100.0,1.0,0.0,38,76.0,1.1092844051588242,0.0403815240634728,50,100.0,0.7007343534487255,0.025328382252216827,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
0.028946029185609123,mySynt0.05.csv,X,489,39,7.975460122699387,206,42.12678936605317,0.9430811158754719,0.03543199586453859,489,100.0,1.0,0.0,153,31.28834355828221,1.0522234440717166,0.03841911157055417,268,54.805725971370144,1.0898752911775564,0.04105831601094341,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
