Index,OrigKlasa,Yg,Yr,Yi,Yz,Yg_raw_before_second_norm,Yr_raw_before_second_norm,Yi_raw_before_second_norm,Yz_raw_before_second_norm,second_norm_scale,mg,mr,mi,mz,mg_true,mr_true,mi_true,mz_true,err_mg,err_mr,err_mi,err_mz,true_g_minus_r,true_r_minus_i,true_i_minus_z,mg_used_for_Y,mr_used_for_Y,mi_used_for_Y,mz_used_for_Y,Ver09_Y_source,delta_mg_used_minus_mg,delta_mr_used_minus_mr,delta_mi_used_minus_mi,delta_mz_used_minus_mz,Yg_generator_original,Yr_generator_original,Yi_generator_original,Yz_generator_original,Ver09_Y_iz_true_plus_err_ili_magnituda,Greska,Fajl,Yg_mean,Yg_sigma,Yg_min,Yg_max,Yg_u_opsegu,Yg_razlika_od_mean,Yg_razlika_u_sigma,Yr_mean,Yr_sigma,Yr_min,Yr_max,Yr_u_opsegu,Yr_razlika_od_mean,Yr_razlika_u_sigma,Yi_mean,Yi_sigma,Yi_min,Yi_max,Yi_u_opsegu,Yi_razlika_od_mean,Yi_razlika_u_sigma,Yz_mean,Yz_sigma,Yz_min,Yz_max,Yz_u_opsegu,Yz_razlika_od_mean,Yz_razlika_u_sigma,Sva_cetiri_Y_u_opsegu,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
1,S,0.8385180196927676,1.0,1.1508957862678104,1.0295077019291217,0.801945,0.998109,1.104425,0.996681,1.001894,13.517843,12.716624,12.214034,12.17505,13.537757,12.690173,12.230278,12.181728,-0.019914,0.026451,-0.016244,-0.006678,0.847584,0.459895,0.04855,13.517843,12.716624,12.214034,12.175049999999999,true_plus_err_columns,0.0,0.0,0.0,-1.7763568394002505e-15,0.803464,1.0,1.106517,0.998569,True,0.028946029185609123,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.03563501969276761,1.26356356615728,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.04736578626781052,1.0696880367617552,0.996137,0.054389,0.941748,1.050526,True,0.033370701929121616,0.6135560854055345,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
2,C,0.9361287859527074,1.0,0.9409366827785975,0.9338088810493573,0.962895,1.000246,1.006744,0.99675,0.999754,12.527439,11.845778,11.561878,11.410133,12.544996,11.893677,11.536646,11.387479,-0.017557,-0.047899,0.025231,0.022654,0.65132,0.35703,0.149168,12.527439,11.845778000000001,11.561876999999999,11.410133,true_plus_err_columns,0.0,1.7763568394002505e-15,-1.0000000010279564e-06,0.0,0.962658,1.0,1.006496,0.996504,True,0.028946029185609123,mySynt0.05.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.027781214047292613,-1.5848715869298085,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.06449631722140248,-3.4310201734973127,0.996708,0.02437,0.972338,1.021078,False,-0.06289911895064271,-2.581006112049352,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
3,S,0.7886668744642972,1.0,1.0329764012366542,0.9229334787637946,0.802655,1.000377,1.105122,0.997244,0.999623,11.380834,10.513067,10.127842,10.090142,11.406704,10.557616,10.0995,10.051022,-0.02587,-0.044548,0.028342,0.03912,0.849088,0.458116,0.048478,11.380834,10.513067999999999,10.127842000000001,10.090142,true_plus_err_columns,0.0,9.999999992515995e-07,1.7763568394002505e-15,0.0,0.802352,1.0,1.104705,0.996868,True,0.028946029185609123,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,-0.01421612553570284,-0.5040821762890163,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,-0.07055359876334566,-1.593351372252612,0.996137,0.054389,0.941748,1.050526,False,-0.07320352123620544,-1.3459251178768765,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
4,S,0.8239377477305474,1.0,1.1626012886469712,0.9962941953015018,0.803759,1.000664,1.102311,0.996984,0.999336,11.838326,11.018063,10.504486,10.512095,11.845704,10.997797,10.542758,10.491797,-0.007377,0.020266,-0.038272,0.020297,0.847906,0.455039,0.050961,11.838327,11.018063,10.504486,10.512094,true_plus_err_columns,9.999999992515995e-07,0.0,0.0,-1.0000000010279564e-06,0.803225,1.0,1.101579,0.996323,True,0.028946029185609123,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,0.021054747730547385,0.746569311770349,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.05907128864697131,1.3340399423435254,0.996137,0.054389,0.941748,1.050526,True,0.00015719530150171135,0.002890203929134776,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
5,S,0.8195465001729821,1.0,1.1054135912402174,0.9994788305909279,0.802933,1.000459,1.103282,0.997536,0.999541,12.2273,11.401235,10.942421,10.891799,12.213653,11.364853,10.908636,10.85803,0.013647,0.036381,0.033786,0.03377,0.8488,0.456218,0.050606,12.227300000000001,11.401234,10.942421999999999,10.8918,true_plus_err_columns,1.7763568394002505e-15,-9.999999992515995e-07,9.999999992515995e-07,9.999999992515995e-07,0.802565,1.0,1.102776,0.997079,True,0.028946029185609123,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,0.016663500172982126,0.5908623563216129,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,True,0.0018835912402175303,0.04253819422352146,0.996137,0.054389,0.941748,1.050526,True,0.0033418305909278523,0.061443133555091144,True,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
6,C,0.9089768025599297,1.0,0.9594430472040896,0.9460986003671542,0.962811,1.000768,1.006855,0.997214,0.999232,13.532876,12.819259,12.514211,12.369417,13.487799,12.835817,12.479234,12.329681,0.045077,-0.016559,0.034976,0.039736,0.651981,0.356583,0.149553,13.532876,12.819258,12.51421,12.369417,true_plus_err_columns,0.0,-1.0000000010279564e-06,-9.999999992515995e-07,0.0,0.962072,1.0,1.006082,0.996448,True,0.028946029185609123,mySynt0.05.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.0549331974400703,-3.133846622172988,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.04598995279591045,-2.446534354501035,0.996708,0.02437,0.972338,1.021078,False,-0.05060939963284583,-2.0767090534610517,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
7,X,0.9996252093984114,1.0,1.135421725788023,1.1568791659372613,0.943851,0.999288,1.051822,1.090734,1.000712,12.567361,11.956954,11.469061,11.288734,12.595388,11.92342,11.517792,11.31835,-0.028027,0.033534,-0.048731,-0.029616,0.671968,0.405629,0.199442,12.567361,11.956954,11.469061,11.288734,true_plus_err_columns,0.0,0.0,0.0,0.0,0.944524,1.0,1.052571,1.091511,True,0.028946029185609123,mySynt0.05.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,0.05589120939841141,2.672558188610501,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,False,0.08445272578802299,5.161516060874158,1.09056,0.031115,1.059445,1.121675,False,0.06631916593726128,2.1314210489237113,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
8,X,0.8930981710743744,1.0,1.0258153655100268,1.1195904878460938,0.942902,1.000952,1.050402,1.09049,0.999049,13.461689,12.728936,12.351264,12.096289,13.424169,12.749303,12.346947,12.146282,0.03752,-0.020366,0.004317,-0.049993,0.674867,0.402356,0.200665,13.461689,12.728937,12.351264,12.096288999999999,true_plus_err_columns,0.0,1.0000000010279564e-06,0.0,-1.7763568394002505e-15,0.942005,1.0,1.049403,1.089452,True,0.028946029185609123,mySynt0.05.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,-0.05063582892562557,-2.4212608867989083,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,False,-0.02515363448997321,-1.5373202841934486,1.09056,0.031115,1.059445,1.121675,True,0.029030487846093855,0.9330061978497142,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
9,K,0.856771082728377,1.0,1.0570034382626114,0.9884511249190685,0.856726,1.003402,1.071079,1.019972,0.99661,13.241645,12.463807,12.053616,11.966419,13.242571,12.460988,12.040121,11.933205,-0.000926,0.002819,0.013495,0.033214,0.781582,0.420867,0.106917,13.241645,12.463807000000001,12.053616,11.966418999999998,true_plus_err_columns,0.0,1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.853821,1.0,1.067448,1.016514,True,0.028946029185609123,mySynt0.05.csv,0.856062,0.02206,0.834002,0.878122,True,0.0007090827283769974,0.032143369373390636,1.0,0.020017,0.979983,1.020017,True,0.0,0.0,1.071515,0.03886,1.032655,1.110375,True,-0.014511561737388545,-0.3734318511937351,1.019998,0.041225,0.978773,1.061223,True,-0.03154687508093146,-0.7652365089370882,True,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
10,S,0.8062401095080346,1.0,1.030276039922367,0.9432117449690938,0.803264,1.001227,1.1035,0.99809,0.998775,12.455202,11.611363,11.228979,11.164839,12.490309,11.641124,11.185524,11.134531,-0.035107,-0.029761,0.043455,0.030309,0.849185,0.4556,0.050993,12.455202,11.611362999999999,11.228978999999999,11.164840000000002,true_plus_err_columns,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,1.0000000010279564e-06,0.80228,1.0,1.102148,0.996867,True,0.028946029185609123,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,0.0033571095080345836,0.11903799404420196,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,-0.07325396007763296,-1.6543351417712955,0.996137,0.054389,0.941748,1.050526,True,-0.05292525503090628,-0.9730874814926967,False,0.05,0.028946029185609123,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028946029185609123,0.049995,False
