Index,OrigKlasa,Yg,Yr,Yi,Yz,Yg_raw_before_second_norm,Yr_raw_before_second_norm,Yi_raw_before_second_norm,Yz_raw_before_second_norm,second_norm_scale,mg,mr,mi,mz,mg_true,mr_true,mi_true,mz_true,err_mg,err_mr,err_mi,err_mz,true_g_minus_r,true_r_minus_i,true_i_minus_z,mg_used_for_Y,mr_used_for_Y,mi_used_for_Y,mz_used_for_Y,Ver09_Y_source,delta_mg_used_minus_mg,delta_mr_used_minus_mr,delta_mi_used_minus_mi,delta_mz_used_minus_mz,Yg_generator_original,Yr_generator_original,Yi_generator_original,Yz_generator_original,Ver09_Y_iz_true_plus_err_ili_magnituda,Greska,Fajl,Yg_mean,Yg_sigma,Yg_min,Yg_max,Yg_u_opsegu,Yg_razlika_od_mean,Yg_razlika_u_sigma,Yr_mean,Yr_sigma,Yr_min,Yr_max,Yr_u_opsegu,Yr_razlika_od_mean,Yr_razlika_u_sigma,Yi_mean,Yi_sigma,Yi_min,Yi_max,Yi_u_opsegu,Yi_razlika_od_mean,Yi_razlika_u_sigma,Yz_mean,Yz_sigma,Yz_min,Yz_max,Yz_u_opsegu,Yz_razlika_od_mean,Yz_razlika_u_sigma,Sva_cetiri_Y_u_opsegu,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
1,S,0.8667734499078784,1.0,1.1856923012951301,1.051609255995464,0.825223,1.002876,1.115645,1.083707,0.997132,11.846904,11.081669,10.546739,10.517033,11.883639,11.061949,10.596252,10.467787,-0.036734,0.01972,-0.049513,0.049246,0.82169,0.465697,0.128465,11.846905000000001,11.081669,10.546739,10.517033,true_plus_err_columns,1.0000000010279564e-06,0.0,0.0,0.0,0.822856,1.0,1.112445,1.080599,True,0.028731951554634563,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.0638904499078784,2.265458120270846,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.08216230129513025,1.855517192753619,0.996137,0.054389,0.941748,1.050526,False,0.055472255995463904,1.0199168213326941,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
2,C,0.94710907947016,1.0,0.9756292224399805,0.9932221585565156,0.930768,0.997505,1.007611,1.002369,1.002501,13.801058,13.132058,12.808846,12.629442,13.848742,13.163559,12.802613,12.648277,-0.047684,-0.031501,0.006233,-0.018835,0.685183,0.360945,0.154336,13.801058,13.132057999999999,12.808845999999999,12.629442000000001,true_plus_err_columns,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.933097,1.0,1.010132,1.004877,True,0.028731951554634563,mySynt0.05.csv,0.96391,0.017529,0.946381,0.9814390000000001,True,-0.016800920529840058,-0.9584642894540509,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.029803777560019507,-1.585475984680259,0.996708,0.02437,0.972338,1.021078,True,-0.0034858414434844054,-0.1430382209062128,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
3,C,1.005719336065764,1.0,1.0466965675963533,1.0150597333869755,0.971934,1.015809,0.992692,0.991916,0.984437,11.100405,10.496596,10.097045,9.970367,11.116063,10.458125,10.133118,9.973968,-0.015658,0.038472,-0.036073,-0.0036,0.657938,0.325006,0.159151,11.100405,10.496597000000001,10.097045,9.970367999999999,true_plus_err_columns,0.0,1.0000000010279564e-06,0.0,9.999999992515995e-07,0.956808,1.0,0.977243,0.976479,True,0.028731951554634563,mySynt0.05.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,0.04180933606576387,2.3851523798142433,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,0.0412635675963533,2.1951041385441696,0.996708,0.02437,0.972338,1.021078,True,0.01835173338697549,0.7530460971266101,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
4,B,0.9935753308185546,1.0,0.9069288138543881,0.9454574753810215,0.9662,1.010706,0.915673,0.916679,0.989408,13.125739,12.508741,12.264807,12.059636,13.149257,12.490363,12.247574,12.086382,-0.023518,0.018378,0.017234,-0.026746,0.658894,0.242789,0.161192,13.125739000000001,12.508741,12.264808,12.059636000000001,true_plus_err_columns,1.7763568394002505e-15,0.0,1.0000000010279564e-06,1.7763568394002505e-15,0.955966,1.0,0.905974,0.906969,True,0.028731951554634563,mySynt0.05.csv,0.978672,0.012877,0.965795,0.991549,False,0.014903330818554661,1.1573604736005794,1.0,0.020132,0.979868,1.020132,True,0.0,0.0,0.980226,0.044411,0.9358150000000001,1.024637,False,-0.07329718614561198,-1.6504286358247278,0.938247,0.069068,0.869179,1.007315,True,0.007210475381021486,0.10439675944028329,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
5,X,0.9599203529299962,1.0,1.0385466280387785,1.0948675897964197,0.938958,1.002577,1.07702,1.125014,0.997429,11.211175,10.556763,10.165698,9.948359,11.238795,10.557616,10.129851,9.922516,-0.02762,-0.000853,0.035847,0.025843,0.681179,0.427765,0.207336,11.211174999999999,10.556763,10.165698,9.948359,true_plus_err_columns,-1.7763568394002505e-15,0.0,0.0,0.0,0.936544,1.0,1.074251,1.122122,True,0.028731951554634563,mySynt0.05.csv,0.943734,0.020913,0.922821,0.9646469999999999,True,0.01618635292999626,0.7739852211541272,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,True,-0.012422371961221534,-0.7592208752732877,1.09056,0.031115,1.059445,1.121675,True,0.004307589796419764,0.13844093833905718,True,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
6,S,0.8685555505201625,1.0,1.1531122875506787,1.0735147104948584,0.771848,0.939961,1.076657,0.946327,1.063874,13.668767,12.905761,12.401082,12.318741,13.699958,12.876012,12.378594,12.358684,-0.031191,0.029749,0.022488,-0.039943,0.823945,0.497418,0.01991,13.668767,12.905761,12.401081999999999,12.318741000000001,true_plus_err_columns,0.0,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.821149,1.0,1.145427,1.006772,True,0.028731951554634563,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.06567255052016252,2.3286486958429373,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.04958228755067884,1.1197445246314102,0.996137,0.054389,0.941748,1.050526,False,0.07737771049485831,1.4226720567551951,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
7,S,0.8240584176449696,1.0,1.0836454205091426,1.0223010338606293,0.761634,0.969106,1.042389,0.956463,1.031879,13.525401,12.705296,12.268079,12.171349,13.561177,12.689614,12.260468,12.193872,-0.035776,0.015682,0.00761,-0.022523,0.871563,0.429146,0.066596,13.525401,12.705296,12.268078,12.171349000000001,true_plus_err_columns,0.0,0.0,-1.0000000010279564e-06,1.7763568394002505e-15,0.785914,1.0,1.075619,0.986954,True,0.028731951554634563,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,0.021175417644969552,0.7508480832908855,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,True,-0.019884579490857313,-0.4490645774809691,0.996137,0.054389,0.941748,1.050526,True,0.026164033860629266,0.48105377669435484,True,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
8,C,0.9199325801127571,1.0,1.0248634381097441,0.999662958353687,0.96749,1.007342,1.01201,1.012547,0.992711,13.169212,12.468603,12.091938,11.958968,13.132319,12.478492,12.123473,11.962897,0.036894,-0.009889,-0.031535,-0.003928,0.653827,0.355019,0.160576,13.169213000000001,12.468603,12.091938,11.958969,true_plus_err_columns,1.0000000010279564e-06,0.0,0.0,9.999999992515995e-07,0.960438,1.0,1.004634,1.005167,True,0.028731951554634563,mySynt0.05.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.04397741988724291,-2.508837919290485,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,0.019430438109744097,1.0336439041251249,0.996708,0.02437,0.972338,1.021078,True,0.002954958353686976,0.12125393326577662,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
9,S,0.7928912040025297,1.0,1.0654561976947092,1.0369447090942645,0.784971,1.016545,1.112314,1.037623,0.983725,14.199287,13.337321,12.918482,12.787933,14.222868,13.332185,12.884433,12.799902,-0.023581,0.005136,0.034049,-0.01197,0.890683,0.447752,0.084531,14.199287,13.337321000000001,12.918482,12.787932,true_plus_err_columns,0.0,1.7763568394002505e-15,0.0,-1.0000000010279564e-06,0.772195,1.0,1.09421,1.020735,True,0.028731951554634563,mySynt0.05.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,-0.009991795997470354,-0.35429387977697874,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,True,-0.03807380230529067,-0.8598419671474858,0.996137,0.054389,0.941748,1.050526,True,0.040807709094264455,0.750293425035659,True,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
10,L,0.8017674114730647,1.0,1.2213102444165453,1.1678288504239405,0.783242,1.021489,1.185186,1.127051,0.978963,13.70248,12.852601,12.285536,12.174153,13.734162,12.835817,12.324435,12.219042,-0.031682,0.016784,-0.038899,-0.044889,0.898345,0.511382,0.105393,13.70248,12.852601,12.285535999999999,12.174153,true_plus_err_columns,0.0,0.0,-1.7763568394002505e-15,0.0,0.766765,1.0,1.160254,1.103342,True,0.028731951554634563,mySynt0.05.csv,0.804077,0.037198,0.7668790000000001,0.841275,True,-0.0023095885269353023,-0.06208905121069149,1.0,0.027963,0.972037,1.027963,True,0.0,0.0,1.107657,0.054527,1.05313,1.1621839999999999,False,0.11365324441654545,2.0843480187163324,1.106185,0.041263,1.064922,1.147448,False,0.061643850423940494,1.4939255610096331,False,0.05,0.028731951554634563,0.05,True,"err_mg,err_mr,err_mi,err_mz",0.028731951554634563,0.049999,False
